created_at,eta_date,state,competitor,grower_name,grower_country,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,product_group_key,variety_key,stem_length,color_name,competitor_product_url,competitor_product_image,available_units,stems_per_unit,stem_price,unit_price,base_price,freight_price,margin
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,940750,Alstroemeria Fifi Light Pink Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Light Pink,https://www.mayesh.com/alstroemeria-fifi-light-pink-select,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,20,150,0.9,135.0,0.35,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,940751,Alstroemeria Fifi Light Pink Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Light Pink,https://www.mayesh.com/alstroemeria-fifi-light-pink-super-select,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,20,120,1.09,130.8,0.42,0.42,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,1050611,Alstroemeria Galaxy Lavender Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Lavender,https://www.mayesh.com/alstroemeria-galaxy-lavender-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,18,150,0.77,115.5,0.27,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,1050612,Alstroemeria Galaxy Lavender Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Lavender,https://www.mayesh.com/alstroemeria-galaxy-lavender-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,20,150,0.8,120.0,0.29,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,1050613,Alstroemeria Galaxy Lavender Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Lavender,https://www.mayesh.com/alstroemeria-galaxy-lavender-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,20,120,0.95,114.0,0.33,0.42,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Flores Del Valle,Ecuador,14631876,Alstroemeria Green Planet Green Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Green,https://www.mayesh.com/alstroemeria-green-planet-green-select,https://www.mayesh.com/backend/files/flowers/alstroemeria_green_planet_green_1.jpg,2,100,0.8,80.0,0.34,0.25,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483770,Alstroemeria Hot Pink Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,dce8402b-0c6f-425d-964a-dbd363e3c5c3,,Hot Pink,https://www.mayesh.com/alstroemeria-hot-pink-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,20,150,0.72,108.0,0.27,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483772,Alstroemeria Hot Pink Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Hot Pink,https://www.mayesh.com/alstroemeria-hot-pink-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,20,150,0.78,117.0,0.31,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483771,Alstroemeria Hot Pink Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Hot Pink,https://www.mayesh.com/alstroemeria-hot-pink-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,20,120,0.95,114.0,0.37,0.36,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483774,Alstroemeria Lavender Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,766d1c52-bd9e-433d-8ad2-568178b0db70,,Lavender,https://www.mayesh.com/alstroemeria-lavender-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-lavender.jpg,20,150,0.72,108.0,0.27,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483776,Alstroemeria Lavender Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Lavender,https://www.mayesh.com/alstroemeria-lavender-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-lavender.jpg,20,150,0.78,117.0,0.31,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483775,Alstroemeria Lavender Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Lavender,https://www.mayesh.com/alstroemeria-lavender-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-lavender.jpg,20,120,0.95,114.0,0.37,0.36,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484032,Alstroemeria Nadya Red Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,faa86ca1-a561-450e-8a04-4a1d96a88b0d,,Red,https://www.mayesh.com/alstroemeria-nadya-red-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-nadya-red.jpg,20,150,0.9,135.0,0.35,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484034,Alstroemeria Nadya Red Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Red,https://www.mayesh.com/alstroemeria-nadya-red-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-nadya-red.jpg,18,150,0.98,147.0,0.4,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484033,Alstroemeria Nadya Red Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Red,https://www.mayesh.com/alstroemeria-nadya-red-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-nadya-red.jpg,20,120,1.16,139.2,0.46,0.42,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483782,Alstroemeria Orange Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,077cead9-23ad-4026-a9a8-98955982c9da,,Orange,https://www.mayesh.com/alstroemeria-orange-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange-2.jpg,20,150,0.78,117.0,0.31,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484056,Alstroemeria Orange Queen Orange Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Orange,https://www.mayesh.com/alstroemeria-orange-queen-orange-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange-queen-orange.jpg,20,150,0.83,124.5,0.31,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484058,Alstroemeria Orange Queen Orange Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Orange,https://www.mayesh.com/alstroemeria-orange-queen-orange-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange-queen-orange.jpg,20,150,0.9,135.0,0.35,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484057,Alstroemeria Orange Queen Orange Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Orange,https://www.mayesh.com/alstroemeria-orange-queen-orange-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange-queen-orange.jpg,20,120,1.09,130.8,0.42,0.42,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483784,Alstroemeria Orange Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Orange,https://www.mayesh.com/alstroemeria-orange-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange.jpg,20,150,0.85,127.5,0.35,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483783,Alstroemeria Orange Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Orange,https://www.mayesh.com/alstroemeria-orange-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange.jpg,20,120,1.06,127.2,0.44,0.36,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483790,Alstroemeria Pink Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,9081143f-3331-4d34-8d76-61811507cc71,,Pink,https://www.mayesh.com/alstroemeria-pink-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-2.jpg,20,150,0.75,112.5,0.29,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483792,Alstroemeria Pink Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Pink,https://www.mayesh.com/alstroemeria-pink-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-2.jpg,20,150,0.82,123.0,0.33,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483791,Alstroemeria Pink Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Pink,https://www.mayesh.com/alstroemeria-pink-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-2.jpg,20,120,1.0,120.0,0.4,0.36,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,1822882,Alstroemeria Pink/White Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Pink/White,https://www.mayesh.com/alstroemeria-pink-white-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-white.jpg,17,150,0.72,108.0,0.27,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,1822883,Alstroemeria Pink/White Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Pink/White,https://www.mayesh.com/alstroemeria-pink-white-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-white.jpg,20,150,0.78,117.0,0.31,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,1822884,Alstroemeria Pink/White Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Pink/White,https://www.mayesh.com/alstroemeria-pink-white-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-white.jpg,20,120,0.95,114.0,0.37,0.36,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484068,Alstroemeria Primadonna Pink Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,28dd0db2-a9c8-40d4-8a08-b7665a4dc6c2,,Pink,https://www.mayesh.com/alstroemeria-primadonna-pink-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-primadonna-pink.jpg,20,150,0.77,115.5,0.27,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484070,Alstroemeria Primadonna Pink Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Pink,https://www.mayesh.com/alstroemeria-primadonna-pink-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-primadonna-pink.jpg,20,150,0.8,120.0,0.29,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484069,Alstroemeria Primadonna Pink Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Pink,https://www.mayesh.com/alstroemeria-primadonna-pink-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-primadonna-pink.jpg,20,120,0.95,114.0,0.33,0.42,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Queens Flowers,Colombia,646524,Alstroemeria Shakira Green Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Green,https://www.mayesh.com/alstroemeria-shakira-green-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-shakira-green.jpg,20,100,0.85,85.0,0.37,0.26,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484108,Alstroemeria Tampa Orange Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Orange,https://www.mayesh.com/alstroemeria-tampa-orange-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-tampa-orange.jpg,20,150,0.83,124.5,0.31,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,484110,Alstroemeria Tampa Orange Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Orange,https://www.mayesh.com/alstroemeria-tampa-orange-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-tampa-orange.jpg,20,150,0.9,135.0,0.35,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,645935,Alstroemeria Voyager Yellow Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Yellow,https://www.mayesh.com/alstroemeria-voyager-yellow-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-voyager-yellow.jpg,18,150,0.78,117.0,0.31,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,645936,Alstroemeria Voyager Yellow Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,Yellow,https://www.mayesh.com/alstroemeria-voyager-yellow-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-voyager-yellow.jpg,20,150,0.85,127.5,0.35,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,1052764,Alstroemeria Whistler White Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,White,https://www.mayesh.com/alstroemeria-whistler-white-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-whistler-white.jpg,20,150,0.9,135.0,0.35,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,1052765,Alstroemeria Whistler White Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,White,https://www.mayesh.com/alstroemeria-whistler-white-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-whistler-white.jpg,20,150,0.98,147.0,0.4,0.34,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Colombia,1052766,Alstroemeria Whistler White Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,White,https://www.mayesh.com/alstroemeria-whistler-white-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-whistler-white.jpg,20,120,1.16,139.2,0.46,0.42,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483806,Alstroemeria White Fancy,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,White,https://www.mayesh.com/alstroemeria-white-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-white-2.jpg,3,150,0.78,117.0,0.31,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483808,Alstroemeria White Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,White,https://www.mayesh.com/alstroemeria-white-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-white-2.jpg,20,150,0.85,127.5,0.35,0.29,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,C.I. Flores De Funza,Colombia,483807,Alstroemeria White Super Select,Alstroemeria,490,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,,,White,https://www.mayesh.com/alstroemeria-white-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-white-2.jpg,20,120,1.03,123.6,0.42,0.36,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,513360,Amaranthus Hanging Red,Amaranthus,491,83a8817f-88b8-45a9-bc11-f9e3868e1882,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,,Red,https://www.mayesh.com/amaranthus-hanging-red,https://www.mayesh.com/backend/files/flowers/amaranthus-hanging-red.jpg,1,8,22.76,182.08,10.28,6.31,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,1937431,Amaranthus Upright Bronze,Amaranthus,491,83a8817f-88b8-45a9-bc11-f9e3868e1882,,,Bronze,https://www.mayesh.com/amaranthus-upright-bronze,https://www.mayesh.com/backend/files/flowers/amaranthus-upright-bronze.jpg,0,12,13.94,167.28,6.08,4.21,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,513364,Amaranthus Upright Red,Amaranthus,491,83a8817f-88b8-45a9-bc11-f9e3868e1882,fbeeb4c0-1e58-46ef-bdcc-25db333350f7,,Red,https://www.mayesh.com/amaranthus-upright-red,https://www.mayesh.com/backend/files/flowers/amaranthus-upright-red.jpg,0,10,20.84,208.4,9.87,5.05,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,513365,Anemone Assorted,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,e7d33bc5-2eb2-4663-839a-8909742dde40,,Assorted,https://www.mayesh.com/anemone-assorted,https://www.mayesh.com/backend/files/flowers/anemone-assorted.jpg,10,120,1.86,223.2,1.01,0.25,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Agricola El Chaupi,Ecuador,513375,Anemone Black Center White,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,,,White,https://www.mayesh.com/anemone-black-center-white,https://www.mayesh.com/backend/files/flowers/anemone-black-center-white.jpg,6,120,2.04,244.8,1.12,0.25,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,513367,Anemone Blue,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,a8aeeeb0-cbf9-43f8-823d-0f4e86c5f9b4,,Blue,https://www.mayesh.com/anemone-blue,https://www.mayesh.com/backend/files/flowers/anemone-blue.jpg,10,120,1.86,223.2,1.01,0.25,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,513366,Anemone Blush,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,10f4a9a5-4b05-47b1-8c32-0ee8a250f3b9,,Blush,https://www.mayesh.com/anemone-blush,https://www.mayesh.com/backend/files/flowers/anemone-blush.jpg,10,120,1.86,223.2,1.01,0.25,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Rosaprima,Ecuador,12983878,Anemone Levante Blue,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,,,Blue,https://www.mayesh.com/anemone-levante-blue,https://www.mayesh.com/backend/files/flowers/anemone_levante_blue_1.jpg,10,120,1.81,217.2,1.03,0.16,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Rosaprima,Ecuador,12983873,Anemone Levante Fuchsia,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,,,Fuchsia,https://www.mayesh.com/anemone-levante-fuchsia,https://www.mayesh.com/backend/files/flowers/anemone_levante_fucsia_1.jpg,10,120,1.81,217.2,1.03,0.16,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Rosaprima,Ecuador,12983877,Anemone Levante Pink,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,1da10f06-1878-4537-8646-a5074c0b5743,,Pink,https://www.mayesh.com/anemone-levante-pink,https://www.mayesh.com/backend/files/flowers/anemone_levante_pink_1.jpg,6,120,1.81,217.2,1.03,0.16,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Rosaprima,Ecuador,12983905,Anemone Levante Red,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,,,Red,https://www.mayesh.com/anemone-levante-red,https://www.mayesh.com/backend/files/flowers/anemone_levante_red_1.jpg,4,120,1.81,217.2,1.03,0.16,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Rosaprima,Ecuador,12983858,Anemone Levante White,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,7b6fb0c0-643a-436f-b712-cc5ee4ad2b8a,,White,https://www.mayesh.com/anemone-levante-white,https://www.mayesh.com/backend/files/flowers/anemone_levante_white_1.jpg,4,120,1.81,217.2,1.03,0.16,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,3912336,Anemone Mistral Bordeaux Burgundy,Anemone Mistral,496,0b6221f4-9306-4e15-9949-d403524c3a7d,9ba9513c-137a-44d3-9848-cb68de5d66ce,,Burgundy,https://www.mayesh.com/anemone-mistral-bordeaux-burgundy,https://www.mayesh.com/backend/files/flowers/anemone_mistral_bordeaux_burgundy.jpg,4,120,2.04,244.8,1.12,0.25,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,3111261,Anemone Mistral Grape Purple,Anemone Mistral,496,0b6221f4-9306-4e15-9949-d403524c3a7d,1cd5c890-30fb-4099-ace4-35bcf4695cea,,Purple,https://www.mayesh.com/anemone-mistral-grape-purple,https://www.mayesh.com/backend/files/flowers/anemone_mistral_grape_purple.jpg,4,120,2.04,244.8,1.12,0.25,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,,Ecuador,513373,Anemone Red,Anemone,495,0b6221f4-9306-4e15-9949-d403524c3a7d,f94664ba-fd1a-4c84-af02-92761b5d6451,,Red,https://www.mayesh.com/anemone-red,https://www.mayesh.com/backend/files/flowers/anemone-red.jpg,1,120,2.23,267.6,1.24,0.25,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Natural Farms,Colombia,514524,Aralia Leaves Green,Aralia,499,10b20333-d122-4699-b140-96914c6046aa,,,Green,https://www.mayesh.com/aralia-leaves-green,https://www.mayesh.com/backend/files/flowers/aralia-leaves-green.jpg,50,50,1.41,70.5,0.44,0.7,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Underhill Ferneries,United States,514550,Aspidistra Green,Aspidistra,505,abc5eaea-ca26-4130-ba08-aea64145626f,4bc3006d-c2c3-4f27-9725-9d5033c6568a,,Green,https://www.mayesh.com/aspidistra-green,https://www.mayesh.com/backend/files/flowers/aspidistra-green.jpg,9,15,6.47,97.05,2.22,2.91,37.5
2025-04-08,2025-04-17,Kentucky,Mayesh,Underhill Ferneries,United States,514550,Aspidistra Green,Aspidistra,505,abc5eaea-ca26-4130-ba08-aea64145626f,4bc3006d-c2c3-4f27-9725-9d5033c6568a,,Green,https://www.mayesh.com/aspidistra-green,https://www.mayesh.com/backend/files/flowers/aspidistra-green.jpg,10,25,5.0,125.0,2.03,1.75,37.5
